GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMRIE001,AMRIE002,AMRIE003,AMRIE004,AMRIE005,AMRIE006,AMRIE007,AMRIE008,AMRIE009,AMRIE010,AMRIE011,AMRIE012,AMRIE013,AMRIE014,AMRIE015,AMRIE016,AMRIE017,NAME_M,AMRIM001,AMRIM002,AMRIM003,AMRIM004,AMRIM005,AMRIM006,AMRIM007,AMRIM008,AMRIM009,AMRIM010,AMRIM011,AMRIM012,AMRIM013,AMRIM014,AMRIM015,AMRIM016,AMRIM017
"G2700770","2016-2020","MN",,,"Minnesota","27","Lake of the Woods County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27077",,,"Lake of the Woods County, Minnesota",1522,730,110,620,61,13,48,242,158,39,32,13,489,440,21,25,3,"Lake of the Woods County, Minnesota",131,102,40,96,30,14,30,66,58,25,25,14,107,103,18,31,5
"G2700790","2016-2020","MN",,,"Minnesota","27","Le Sueur County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27079",,,"Le Sueur County, Minnesota",11191,6384,2388,3996,862,367,495,2003,1235,433,316,19,1942,1463,136,234,109,"Le Sueur County, Minnesota",169,311,232,214,132,95,91,201,153,131,78,24,224,200,52,94,47
"G2700810","2016-2020","MN",,,"Minnesota","27","Lincoln County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27081",,,"Lincoln County, Minnesota",2459,1280,479,801,123,44,79,564,412,77,62,13,492,436,17,17,22,"Lincoln County, Minnesota",82,79,46,58,32,22,26,63,54,22,17,9,55,51,11,11,15
"G2700830","2016-2020","MN",,,"Minnesota","27","Lyon County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27083",,,"Lyon County, Minnesota",10067,5039,2036,3003,746,361,385,2566,1636,555,280,95,1716,1405,85,119,107,"Lyon County, Minnesota",231,234,181,168,146,129,102,222,168,112,86,48,202,185,45,49,55
"G2700850","2016-2020","MN",,,"Minnesota","27","McLeod County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27085",,,"McLeod County, Minnesota",14736,7448,2644,4804,1101,436,665,3545,2767,301,406,71,2642,2047,159,272,164,"McLeod County, Minnesota",245,368,228,270,192,166,148,278,287,87,138,48,321,306,75,105,73
"G2700870","2016-2020","MN",,,"Minnesota","27","Mahnomen County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27087",,,"Mahnomen County, Minnesota",1956,778,217,561,225,129,96,554,293,137,111,13,399,299,43,35,22,"Mahnomen County, Minnesota",61,55,31,49,36,24,26,48,42,28,23,10,54,45,17,13,13
"G2700890","2016-2020","MN",,,"Minnesota","27","Marshall County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27089",,,"Marshall County, Minnesota",3952,2151,677,1474,173,61,112,805,557,132,108,8,823,640,71,70,42,"Marshall County, Minnesota",113,118,76,78,38,21,34,73,74,36,31,8,81,75,25,31,24
"G2700910","2016-2020","MN",,,"Minnesota","27","Martin County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27091",,,"Martin County, Minnesota",8824,4377,1260,3117,694,242,452,1882,1378,260,216,28,1871,1416,178,168,109,"Martin County, Minnesota",269,239,148,199,189,87,165,231,190,96,92,24,247,236,90,69,71
"G2700930","2016-2020","MN",,,"Minnesota","27","Meeker County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27093",,,"Meeker County, Minnesota",9219,5240,1866,3374,598,248,350,1731,1226,265,198,42,1650,1300,135,146,69,"Meeker County, Minnesota",204,204,139,154,111,74,88,153,149,67,63,19,150,154,66,41,31
"G2700950","2016-2020","MN",,,"Minnesota","27","Mille Lacs County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27095",,,"Mille Lacs County, Minnesota",10535,4815,1506,3309,945,531,414,2635,1639,578,304,114,2140,1577,202,236,125,"Mille Lacs County, Minnesota",180,236,142,170,141,107,82,196,168,134,68,66,149,146,70,53,44
"G2700970","2016-2020","MN",,,"Minnesota","27","Morrison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27097",,,"Morrison County, Minnesota",13536,7322,2548,4774,1000,408,592,2868,1981,451,357,79,2346,1799,169,277,101,"Morrison County, Minnesota",221,284,194,191,152,93,108,215,184,120,100,32,188,171,56,85,38
"G2700990","2016-2020","MN",,,"Minnesota","27","Mower County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27099",,,"Mower County, Minnesota",15750,7875,2982,4893,1087,625,462,4119,2656,856,413,194,2669,2011,239,259,160,"Mower County, Minnesota",292,383,293,296,227,181,111,343,264,183,115,102,282,233,100,93,82
"G2701010","2016-2020","MN",,,"Minnesota","27","Murray County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27101",,,"Murray County, Minnesota",3659,1973,578,1395,149,62,87,852,640,96,64,52,685,494,58,84,49,"Murray County, Minnesota",108,96,53,80,36,20,25,96,78,33,26,32,65,53,24,25,26
"G2701030","2016-2020","MN",,,"Minnesota","27","Nicollet County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27103",,,"Nicollet County, Minnesota",12821,6764,2598,4166,721,306,415,3157,2167,711,191,88,2179,1453,225,225,276,"Nicollet County, Minnesota",219,287,199,236,150,98,108,267,232,188,79,73,200,210,84,96,107
"G2701050","2016-2020","MN",,,"Minnesota","27","Nobles County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27105",,,"Nobles County, Minnesota",7898,3988,1562,2426,343,193,150,2023,1174,462,265,122,1544,1025,193,294,32,"Nobles County, Minnesota",151,253,213,137,99,108,54,219,163,129,106,59,209,194,79,97,21
"G2701070","2016-2020","MN",,,"Minnesota","27","Norman County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27107",,,"Norman County, Minnesota",2771,1348,465,883,202,97,105,646,483,69,75,19,575,414,38,74,49,"Norman County, Minnesota",97,90,61,60,47,42,28,69,64,30,21,18,55,50,18,23,26
"G2701090","2016-2020","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27109",,,"Olmsted County, Minnesota",63561,33069,13993,19076,4494,1486,3008,16072,10375,2412,1816,1469,9926,7262,764,928,972,"Olmsted County, Minnesota",543,759,623,614,568,313,425,700,609,315,298,296,597,443,191,358,252
"G2701110","2016-2020","MN",,,"Minnesota","27","Otter Tail County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27111",,,"Otter Tail County, Minnesota",24693,13899,4325,9574,1475,377,1098,5246,3704,927,556,59,4073,3212,257,364,240,"Otter Tail County, Minnesota",316,399,230,285,210,83,199,368,365,168,117,38,276,231,94,92,101
"G2701130","2016-2020","MN",,,"Minnesota","27","Pennington County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27113",,,"Pennington County, Minnesota",5976,2876,981,1895,413,132,281,1531,939,390,169,33,1156,1019,41,35,61,"Pennington County, Minnesota",134,184,127,152,98,58,90,152,129,116,64,28,140,138,27,21,42
"G2701150","2016-2020","MN",,,"Minnesota","27","Pine County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27115",,,"Pine County, Minnesota",11132,5488,1621,3867,865,354,511,2383,1643,246,379,115,2396,1805,131,314,146,"Pine County, Minnesota",225,237,139,204,100,64,78,183,152,74,66,46,168,145,36,92,45
"G2701170","2016-2020","MN",,,"Minnesota","27","Pipestone County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27117",,,"Pipestone County, Minnesota",4002,2013,818,1195,211,79,132,918,703,150,65,0,860,676,50,88,46,"Pipestone County, Minnesota",137,138,111,86,67,40,50,113,112,58,31,13,120,122,36,51,32
"G2701190","2016-2020","MN",,,"Minnesota","27","Polk County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27119",,,"Polk County, Minnesota",12619,6263,2420,3843,712,242,470,2968,2052,560,289,67,2676,2255,142,167,112,"Polk County, Minnesota",288,309,219,227,137,76,118,282,247,149,78,34,240,241,40,79,77
"G2701210","2016-2020","MN",,,"Minnesota","27","Pope County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27121",,,"Pope County, Minnesota",5010,2761,884,1877,349,99,250,918,686,103,103,26,982,769,61,88,64,"Pope County, Minnesota",173,152,70,122,79,45,73,112,106,38,38,18,105,100,36,28,41
"G2701230","2016-2020","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27123",,,"Ramsey County, Minnesota",210424,87186,36333,50853,18044,6293,11751,64277,41124,10293,9264,3596,40917,30004,2410,4264,4239,"Ramsey County, Minnesota",906,1781,1067,1321,957,529,845,1341,1229,743,746,446,1079,1006,373,454,403
"G2701250","2016-2020","MN",,,"Minnesota","27","Red Lake County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27125",,,"Red Lake County, Minnesota",1713,899,335,564,115,36,79,361,246,56,53,6,338,269,29,32,8,"Red Lake County, Minnesota",49,68,47,52,34,18,31,43,44,26,18,10,49,48,15,22,9
"G2701270","2016-2020","MN",,,"Minnesota","27","Redwood County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27127",,,"Redwood County, Minnesota",6262,3232,1121,2111,385,159,226,1362,999,189,147,27,1283,1018,100,126,39,"Redwood County, Minnesota",139,165,96,120,65,43,54,120,112,54,44,20,128,120,38,43,30
"G2701290","2016-2020","MN",,,"Minnesota","27","Renville County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27129",,,"Renville County, Minnesota",6032,3085,1038,2047,426,169,257,1305,965,180,125,35,1216,971,92,95,58,"Renville County, Minnesota",140,138,82,110,74,46,53,104,94,49,35,24,100,91,38,33,25
"G2701310","2016-2020","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27131",,,"Rice County, Minnesota",23183,12542,4721,7821,1762,659,1103,4985,3200,963,575,247,3894,2878,375,493,148,"Rice County, Minnesota",304,516,357,401,298,172,230,396,284,200,156,112,390,370,127,129,59
"G2701330","2016-2020","MN",,,"Minnesota","27","Rock County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27133",,,"Rock County, Minnesota",3990,2285,1001,1284,284,121,163,870,598,173,77,22,551,448,45,30,28,"Rock County, Minnesota",132,140,104,87,81,61,68,126,98,70,36,26,87,75,31,18,20
"G2701350","2016-2020","MN",,,"Minnesota","27","Roseau County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27135",,,"Roseau County, Minnesota",5940,3140,1062,2078,362,163,199,1185,739,332,104,10,1253,966,102,131,54,"Roseau County, Minnesota",154,172,97,135,77,57,52,139,97,115,38,10,141,114,36,50,27
"G2701370","2016-2020","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27137",,,"St. Louis County, Minnesota",86229,37741,12465,25276,7563,2315,5248,22070,14849,3007,2477,1737,18855,14545,922,1481,1907,"St. Louis County, Minnesota",642,936,573,660,579,335,436,713,706,359,273,216,685,636,165,279,255
"G2701390","2016-2020","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27139",,,"Scott County, Minnesota",50487,31289,15887,15402,3655,1138,2517,8980,4723,2014,1932,311,6563,4223,825,990,525,"Scott County, Minnesota",372,749,653,622,504,316,440,677,466,360,347,139,629,539,216,268,162
"G2701410","2016-2020","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27141",,,"Sherburne County, Minnesota",32791,19254,8700,10554,2973,1214,1759,6084,3622,1394,739,329,4480,2709,629,781,361,"Sherburne County, Minnesota",345,736,520,472,445,306,377,544,428,315,171,163,527,394,289,231,108
"G2701430","2016-2020","MN",,,"Minnesota","27","Sibley County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27143",,,"Sibley County, Minnesota",6015,3353,1250,2103,334,147,187,1142,855,107,138,42,1186,904,43,117,122,"Sibley County, Minnesota",114,160,97,127,70,56,44,110,96,43,58,36,114,118,25,36,62
"G2701450","2016-2020","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27145",,,"Stearns County, Minnesota",59576,30241,11945,18296,4876,1589,3287,13706,7994,2488,1833,1391,10753,8208,591,1121,833,"Stearns County, Minnesota",454,634,465,553,456,308,406,592,458,328,281,333,586,586,176,211,180
"G2701470","2016-2020","MN",,,"Minnesota","27","Steele County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27147",,,"Steele County, Minnesota",14836,8351,3447,4904,873,329,544,3192,2327,482,324,59,2420,1918,169,162,171,"Steele County, Minnesota",191,341,287,240,178,101,149,293,259,116,104,41,238,240,96,64,70
"G2701490","2016-2020","MN",,,"Minnesota","27","Stevens County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27149",,,"Stevens County, Minnesota",3683,2036,770,1266,118,17,101,936,632,91,87,126,593,460,9,48,76,"Stevens County, Minnesota",124,139,84,118,44,14,44,121,109,39,42,47,114,93,7,38,29
"G2701510","2016-2020","MN",,,"Minnesota","27","Swift County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27151",,,"Swift County, Minnesota",4243,2008,772,1236,250,153,97,1074,763,185,114,12,911,673,132,79,27,"Swift County, Minnesota",102,146,78,115,64,50,39,89,99,62,40,10,116,91,77,36,17
"G2701530","2016-2020","MN",,,"Minnesota","27","Todd County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27153",,,"Todd County, Minnesota",9888,5567,1849,3718,788,373,415,1828,1309,269,190,60,1705,1266,183,189,67,"Todd County, Minnesota",194,237,138,178,128,98,84,166,146,63,57,32,157,150,70,45,25
"G2701550","2016-2020","MN",,,"Minnesota","27","Traverse County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27155",,,"Traverse County, Minnesota",1590,756,275,481,72,20,52,402,313,35,45,9,360,287,34,32,7,"Traverse County, Minnesota",90,71,53,49,31,13,26,65,61,25,26,10,70,66,29,20,7
"G2701570","2016-2020","MN",,,"Minnesota","27","Wabasha County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27157",,,"Wabasha County, Minnesota",9081,5087,1703,3384,614,199,415,1983,1356,320,232,75,1397,1125,112,107,53,"Wabasha County, Minnesota",178,248,128,219,92,69,71,192,174,84,104,47,189,175,63,30,34
"G2701590","2016-2020","MN",,,"Minnesota","27","Wadena County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27159",,,"Wadena County, Minnesota",5748,2672,992,1680,396,179,217,1430,925,290,173,42,1250,785,161,75,229,"Wadena County, Minnesota",200,188,117,115,107,75,80,200,137,112,61,27,153,119,92,43,114
"G2701610","2016-2020","MN",,,"Minnesota","27","Waseca County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27161",,,"Waseca County, Minnesota",7547,3979,1725,2254,469,237,232,1684,1012,372,266,34,1415,1201,87,55,72,"Waseca County, Minnesota",142,243,160,171,90,81,58,226,167,128,97,30,170,162,43,22,46
"G2701630","2016-2020","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27163",,,"Washington County, Minnesota",95796,56574,23938,32636,6451,1915,4536,20150,12450,3755,3136,809,12621,9093,1514,1266,748,"Washington County, Minnesota",573,1196,762,1004,702,335,582,901,756,498,419,231,829,787,299,212,182
"G2701650","2016-2020","MN",,,"Minnesota","27","Watonwan County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27165",,,"Watonwan County, Minnesota",4371,2231,804,1427,229,96,133,1132,747,230,151,4,779,647,38,81,13,"Watonwan County, Minnesota",136,179,125,129,74,58,44,148,125,79,78,5,122,113,35,39,12
"G2701670","2016-2020","MN",,,"Minnesota","27","Wilkin County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27167",,,"Wilkin County, Minnesota",2799,1339,481,858,133,66,67,625,392,117,76,40,702,555,71,60,16,"Wilkin County, Minnesota",108,102,65,87,61,49,36,108,82,52,39,87,119,112,43,33,15
"G2701690","2016-2020","MN",,,"Minnesota","27","Winona County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27169",,,"Winona County, Minnesota",19466,9127,2906,6221,1643,379,1264,4856,3353,468,513,522,3840,2953,257,262,368,"Winona County, Minnesota",388,379,213,323,317,141,279,397,364,118,130,131,336,329,104,84,125
"G2701710","2016-2020","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27171",,,"Wright County, Minnesota",49097,30218,14456,15762,3336,1234,2102,8200,5257,1532,1161,250,7343,5464,740,713,426,"Wright County, Minnesota",341,860,661,663,550,356,428,583,469,364,252,86,601,538,211,200,184
"G2701730","2016-2020","MN",,,"Minnesota","27","Yellow Medicine County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27173",,,"Yellow Medicine County, Minnesota",4088,2240,727,1513,247,117,130,861,583,197,73,8,740,522,117,75,26,"Yellow Medicine County, Minnesota",106,132,80,93,54,38,38,105,82,64,36,9,104,74,56,40,19
"G2800010","2016-2020","MS",,,"Mississippi","28","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28001",,,"Adams County, Mississippi",11129,3815,1060,2755,429,157,272,4695,2279,1128,1196,92,2190,1686,33,339,132,"Adams County, Mississippi",386,323,221,282,153,122,103,332,232,238,219,54,300,272,42,122,114
"G2800030","2016-2020","MS",,,"Mississippi","28","Alcorn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28003",,,"Alcorn County, Mississippi",14610,6540,2575,3965,940,341,599,4712,2477,895,1297,43,2418,1895,50,401,72,"Alcorn County, Mississippi",394,455,319,331,294,160,227,461,330,273,366,35,376,365,44,119,58
"G2800050","2016-2020","MS",,,"Mississippi","28","Amite County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28005",,,"Amite County, Mississippi",5416,2529,787,1742,236,32,204,1575,791,367,417,0,1076,884,30,151,11,"Amite County, Mississippi",272,364,182,259,165,36,161,253,179,130,176,21,228,215,53,82,18
"G2800070","2016-2020","MS",,,"Mississippi","28","Attala County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28007",,,"Attala County, Mississippi",6890,3043,950,2093,253,138,115,2460,1063,587,752,58,1134,807,90,209,28,"Attala County, Mississippi",253,312,158,254,102,89,67,245,199,142,187,42,197,168,75,98,34
"G2800090","2016-2020","MS",,,"Mississippi","28","Benton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28009",,,"Benton County, Mississippi",3183,1621,507,1114,44,20,24,848,446,93,309,0,670,491,78,89,12,"Benton County, Mississippi",236,187,137,168,35,26,22,160,133,68,120,19,153,138,55,70,15
"G2800110","2016-2020","MS",,,"Mississippi","28","Bolivar County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28011",,,"Bolivar County, Mississippi",12114,4292,1413,2879,713,255,458,4684,2114,1395,1129,46,2425,1621,152,435,217,"Bolivar County, Mississippi",365,371,216,274,231,123,184,324,257,218,183,39,321,235,117,148,113
"G2800130","2016-2020","MS",,,"Mississippi","28","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28013",,,"Calhoun County, Mississippi",5771,2629,829,1800,350,92,258,1911,1057,342,506,6,881,678,71,118,14,"Calhoun County, Mississippi",182,290,142,255,127,39,115,176,134,93,115,7,197,154,52,78,14
"G2800150","2016-2020","MS",,,"Mississippi","28","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28015",,,"Carroll County, Mississippi",4018,2161,619,1542,56,0,56,907,467,166,274,0,894,672,0,159,63,"Carroll County, Mississippi",280,323,167,262,61,19,61,195,168,103,114,19,234,201,19,138,70
"G2800170","2016-2020","MS",,,"Mississippi","28","Chickasaw County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28017",,,"Chickasaw County, Mississippi",6523,2858,1212,1646,174,116,58,2375,1228,741,342,64,1116,671,147,282,16,"Chickasaw County, Mississippi",205,314,229,200,90,79,45,215,224,183,95,71,203,152,91,130,25
"G2800190","2016-2020","MS",,,"Mississippi","28","Choctaw County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28019",,,"Choctaw County, Mississippi",3353,1762,677,1085,45,34,11,1049,757,131,141,20,497,450,0,44,3,"Choctaw County, Mississippi",149,199,144,145,38,36,15,156,141,66,59,24,128,133,19,44,5
"G2800210","2016-2020","MS",,,"Mississippi","28","Claiborne County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28021",,,"Claiborne County, Mississippi",2900,968,157,811,176,106,70,1191,570,188,433,0,565,452,21,67,25,"Claiborne County, Mississippi",209,146,76,123,102,91,53,207,157,114,128,19,136,123,27,55,28
"G2800230","2016-2020","MS",,,"Mississippi","28","Clarke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28023",,,"Clarke County, Mississippi",6253,2961,922,2039,218,118,100,1969,852,559,516,42,1105,896,137,63,9,"Clarke County, Mississippi",272,351,150,293,97,69,56,228,152,116,165,39,177,140,112,51,13
"G2800250","2016-2020","MS",,,"Mississippi","28","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28025",,,"Clay County, Mississippi",7728,3177,927,2250,328,60,268,2768,1432,796,540,0,1455,1156,96,174,29,"Clay County, Mississippi",264,312,187,284,151,69,141,278,222,175,163,21,243,209,74,98,33
"G2800270","2016-2020","MS",,,"Mississippi","28","Coahoma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28027",,,"Coahoma County, Mississippi",8614,2436,751,1685,533,290,243,3987,1651,1030,1236,70,1658,1172,70,363,53,"Coahoma County, Mississippi",340,300,176,263,200,152,126,331,245,211,228,44,267,242,53,150,37
"G2800290","2016-2020","MS",,,"Mississippi","28","Copiah County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28029",,,"Copiah County, Mississippi",9568,4352,1484,2868,212,128,84,3309,1404,732,1083,90,1695,1353,76,219,47,"Copiah County, Mississippi",313,424,277,304,101,94,56,347,220,199,259,52,256,235,79,85,40
"G2800310","2016-2020","MS",,,"Mississippi","28","Covington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28031",,,"Covington County, Mississippi",7042,3539,1300,2239,141,84,57,2211,943,660,589,19,1151,847,38,104,162,"Covington County, Mississippi",283,402,276,299,95,74,60,330,234,247,207,24,248,248,47,76,129
"G2800330","2016-2020","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28033",,,"DeSoto County, Mississippi",64424,34501,14726,19775,3740,1444,2296,16230,7542,4040,4282,366,9953,6248,1105,1737,863,"DeSoto County, Mississippi",490,1128,772,836,504,319,346,786,605,560,429,140,969,613,451,383,260
"G2800350","2016-2020","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28035",,,"Forrest County, Mississippi",28116,10992,4578,6414,1186,446,740,10192,4485,2644,2329,734,5746,4033,405,695,613,"Forrest County, Mississippi",637,616,502,485,237,192,185,574,433,462,340,234,493,471,214,214,180
"G2800370","2016-2020","MS",,,"Mississippi","28","Franklin County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28037",,,"Franklin County, Mississippi",3031,1543,469,1074,133,45,88,1058,526,223,293,16,297,165,26,106,0,"Franklin County, Mississippi",202,204,114,151,74,54,52,202,143,128,90,23,86,66,38,59,19
"G2800390","2016-2020","MS",,,"Mississippi","28","George County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28039",,,"George County, Mississippi",8085,4617,1552,3065,393,237,156,1720,1012,388,296,24,1355,941,100,261,53,"George County, Mississippi",272,403,272,395,234,201,116,246,203,147,109,26,259,228,80,142,56
"G2800410","2016-2020","MS",,,"Mississippi","28","Greene County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28041",,,"Greene County, Mississippi",3825,1995,633,1362,175,40,135,1178,756,223,187,12,477,375,8,93,1,"Greene County, Mississippi",353,321,207,290,159,46,148,252,207,123,102,15,200,134,12,108,2
